"pointcall_out_date2","pointcall_in_date","record_id","ship_id","ship_name","captain_name","port_depart","outdate_fixed","port_destination","pointcall_province","substate_destination","state_destination","destination_admiralty","departure_admiralty","destination_province","departure_province","pointcall_action","homeport_state_1789_fr","homeport_toponyme_fr","homeport_province","ship_flag_standardized_fr","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","tonnage","tonnage_unit","tonnage_class"
"1789=02=24","1789>02>24","00333223","0016218N",Marie-Louise,"Guérin, Jean-Pierre",Noirmoutier,1789-02-24,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Cendre de varech,,,,"17",tx,[1-20]
"1789=03=02","1789>03>02","00339797",,Marie Thérèse,"Graneaud, Guillaume",Rochefort,1789-03-02,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,France,Nantes,Bretagne,français,Canons,,,,"90",tx,[51-100]
"1789=03=05","1789>03>05","00337529",,Juste,"Gourand, Jean",Noirmoutier,1789-03-05,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"18",tx,[1-20]
"1789=03=10","1789>03>10","00337221",,Sainte Anne,"Autin, Pierre",La Flotte-en-Ré,1789-03-10,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,In-Out,France,Méan,Bretagne,français,Turbe,Cendre,Cendre,Cendre,"28",tx,[21-50]
"1789=03=11","1789>03>11","00337430","0009832N",Marie Joseph,"Labour, Jean",Beauvoir-sur-Mer,1789-03-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"44",tx,[21-50]
"1789=03=11","1789>03>11","00337431",,Hyrondelle,"Macé, Estienne",Beauvoir-sur-Mer,1789-03-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"25",tx,[21-50]
"1789=03=11","1789>03>11","00337428","0007134N",Pelagie,"Deniau, Jean",Beauvoir-sur-Mer,1789-03-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=03=11","1789>03>11","00337429","0007019N",Marie Suzanne,"Labour, Charles",Beauvoir-sur-Mer,1789-03-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=03=12","1789>03>12","00337432","0008759N",Sainte Anne,"Algaud, Jean",Beauvoir-sur-Mer,1789-03-12,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=03=12","1789>03>12","00339473",,Sainte Barbe,"Robert, Jean",Noirmoutier,1789-03-12,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Soude,,,,"28",tx,[21-50]
"1789=03=13","1789>03>13","00340044",,Jean Alexis,"Guerrin, Pierre Alexis",Noirmoutier,1789-03-13,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Soude,Eau-de-vie,Eau-de-vie,Eau-de-vie,"21",tx,[21-50]
"1789=03=13","1789>03>13","00339474",,Marie Suzanne,"Coindreau, François",Noirmoutier,1789-03-13,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Soude,,,,"28",tx,[21-50]
"1789=03=14","1789>03>14","00337433","0007721N",Magdelaine,"Augaud, Noël",Beauvoir-sur-Mer,1789-03-14,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,île de Bouin,Poitou,français,Sel,,,,"26",tx,[21-50]
"1789=03=16","1789>03>16","00340043",,Marianne,"Aubert, Charles Antoine",Noirmoutier,1789-03-16,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Eau-de-vie,Farine,Farine,Farine,"28",tx,[21-50]
"1789=03=16","1789>03>16","00340042",,Saint Joseph,"Charis, Joseph Fransois",Noirmoutier,1789-03-16,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Vin,Eau-de-vie,Eau-de-vie,Eau-de-vie,"28",tx,[21-50]
"1789=03=16","1789>03>16","00337435",,Marie Joseph,"Baudet, Joseph",Beauvoir-sur-Mer,1789-03-16,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=03=16","1789>03>16","00337530","0007034N",Zephir,"Jouaud, Pierre",Noirmoutier,1789-03-16,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=03=16","1789>03>16","00337434",,Pierre Marie,"Liron, Charles",Beauvoir-sur-Mer,1789-03-16,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,,,,français,Sel,,,,"37",tx,[21-50]
"1789=03=19","1789>03>19","00340888",,Reine des Anges,"Gizel, René",Tonnay-Charente,1789-03-19,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,France,Rhuys,Bretagne,français,,,,,"50",tx,[21-50]
"1789=03=19","1789>03>19","00337436",,Aimable Jeanne,"Deain, Jacques",Beauvoir-sur-Mer,1789-03-19,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Nantes,Bretagne,français,Sel,,,,"46",tx,[21-50]
"1789=03=21","1789>03>21","00336180",,Saint Antoine,"Perron, François",Saint-Denis d'Oléron,1789-03-21,Nantes,Bretagne,,France,Nantes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Lest,,,,"28",tx,[21-50]
"1789=03=23","1789>03>23","00337531",,Aimable Amour,"Dagué, Louis",Noirmoutier,1789-03-23,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"4",tx,[1-20]
"1789=03=26","1789>03>26","00337532",,Jeune Bonne Nouvelle,"Allaire, Jean",Noirmoutier,1789-03-26,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"35",tx,[21-50]
"1789=03=27","1789>03>27","00333224","0007136N",Jeanne Cécile,"Pineau, François",Noirmoutier,1789-03-27,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Cendre de varech,,,,"12",tx,[1-20]
"1789=03=27","1789>03>27","00337437","0007134N",Pellagie,"Daniaux, Jean",Beauvoir-sur-Mer,1789-03-27,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=03=28","1789>03>28","00333551",,Espoir du Gain,"Le Gain, Joseph",Tonnay-Charente,1789-03-28,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,France,Dunkerque,Flandre,français,Diverses marchandises,Eau-de-vie,Eau-de-vie,Eau-de-vie,"85",tx,[51-100]
"1789=03=28","1789>03>28","00337534",,Jeanne Marie,"Beliot, Michel",Noirmoutier,1789-03-28,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"40",tx,[21-50]
"1789=03=28","1789>03>28","00337438","0009832N",Marie Joseph,"Labour, Jean",Beauvoir-sur-Mer,1789-03-28,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"34",tx,[21-50]
"1789=03=28","1789>03>28","00337533",,Saint Esprit,"Valée, Noël",Noirmoutier,1789-03-28,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=03=29","1789>03>29","00337536",,Mignonne,"Fourneau, Joseph",Noirmoutier,1789-03-29,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"20",tx,[1-20]
"1789=03=29","1789>03>29","00337535",,Saint Jean Baptiste,"Baugé, Aléxis",Noirmoutier,1789-03-29,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"17",tx,[1-20]
"1789=04=02","1789>04>02","00337439","0006453N",Sainte Anne Françoise,"Jouaud, Estienne",Beauvoir-sur-Mer,1789-04-02,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Nantes,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=08","1789>04>08","00337540",,Suzanne Pelagie,"Coindreau, Pierre",Noirmoutier,1789-04-08,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"28",tx,[21-50]
"1789=04=08","1789>04>08","00337542",,Flury,"Rolland, François",Noirmoutier,1789-04-08,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Sarzeau,Bretagne,français,Sel,,,,"33",tx,[21-50]
"1789=04=08","1789>04>08","00337537",,Saint Barbe,"Robert, Jean",Noirmoutier,1789-04-08,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"28",tx,[21-50]
"1789=04=08","1789>04>08","00337538","0007134N",Pelagie,"Daniau, Jean",Noirmoutier,1789-04-08,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=08","1789>04>08","00337539",,Hirondelle,"Macé, Etienne",Noirmoutier,1789-04-08,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"25",tx,[21-50]
"1789=04=08","1789>04>08","00337541",,Jeanne Bonne Nouvelle,"Allaire, Jean",Noirmoutier,1789-04-08,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"30",tx,[21-50]
"1789=04=08","1789>04>08","00340156",,Marianne,"Palmec, Michel",Rochefort,1789-04-08,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,France,Rhuys,Bretagne,français,Vide,,,,"150",tx,[101-200]
"1789=04=09","1789>04>09","00340913",,Deux Cousins,"Cavarro, Fortuna",La Rochelle,1789-04-09,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,France,Le Croisic,Bretagne,français,,,,,"75",tx,[51-100]
"1789=04=10","1789>04>10","00337545",,Sainte Anne,"Droneau, Pierre",Noirmoutier,1789-04-10,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Belle-Île-en-Mer,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=10","1789>04>10","00337546",,Marianne,"Pierré, Luc",Noirmoutier,1789-04-10,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"20",tx,[1-20]
"1789=04=10","1789>04>10","00337547",,Marie Joseph,"Longueépée, François",Noirmoutier,1789-04-10,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"40",tx,[21-50]
"1789=04=10","1789>04>10","00337544",,Janne Rosse,"Valé, Guillaume",Noirmoutier,1789-04-10,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=10","1789>04>10","00337543",,Janne Françoise,"Autin, Etienne",Noirmoutier,1789-04-10,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=11","1789>04>11","00337550",,Pelagie,"Guittel, Antoine",Noirmoutier,1789-04-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"40",tx,[21-50]
"1789=04=11","1789>04>11","00337551",,Jeune Marie,"Préchais, Jean",Noirmoutier,1789-04-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"41",tx,[21-50]
"1789=04=11","1789>04>11","00333053",,Brochet,"Brochet, Jean Francois",Marennes,1789-04-11,Nantes,Bretagne,,France,Nantes,Marennes,Bretagne,Saintonge,Out,France,Noirmoutier,Poitou,français,Bouteilles ,,,,"34",tx,[21-50]
"1789=04=11","1789>04>11","00339741",,Hop,"Peen, Richard",Rochefort,1789-04-11,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,,pas identifié,,,Vide,,,,"71",tx,[51-100]
"1789=04=11","1789>04>11","00337556",,Suzanne,"Gattebeur, Nicolas",Noirmoutier,1789-04-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"10",tx,[1-20]
"1789=04=11","1789>04>11","00337554",,Saint Joseph,"Chamier, Joseph",Noirmoutier,1789-04-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"28",tx,[21-50]
"1789=04=11","1789>04>11","00337553",,Juste,"Gourrand, Jean",Noirmoutier,1789-04-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"18",tx,[1-20]
"1789=04=11","1789>04>11","00337552",,Jean Alexis,"Guérin, Pierre Aléxis",Noirmoutier,1789-04-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"21",tx,[21-50]
"1789=04=11","1789>04>11","00337548",,Saint Jean Baptiste,"Baugé, Aléxis",Noirmoutier,1789-04-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"17",tx,[1-20]
"1789=04=11","1789>04>11","00333840","0009427N",Basque,"Thomas, Jean Jacques",Saint-Gilles-sur-Vie,1789-04-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Froment,,,,"29",tx,[21-50]
"1789=04=11","1789>04>11","00337549","0016218N",Marie Louise,"Guérin, Jean-Pierre",Noirmoutier,1789-04-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"17",tx,[1-20]
"1789=04=11","1789>04>11","00337555",,Béliser,"Chalons, Luc",Noirmoutier,1789-04-11,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,île d'Yeu,Poitou,français,Sel,,,,"17",tx,[1-20]
"1789=04=20","1789>04>20","00337474","0008643N",Deux Amis,"Gendron, Pierre",île de Bouin,1789-04-20,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,île de Bouin,Poitou,français,Sel,,,,"28",tx,[21-50]
"1789=04=20","1789>04>20","00337472","0008494N",Marie Magdeleine,"Renon, Pierre",île de Bouin,1789-04-20,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,île de Bouin,Poitou,français,Sel,,,,"30",tx,[21-50]
"1789=04=20","1789>04>20","00337473",,Marie Catherine,"Bielet, Pierre",île de Bouin,1789-04-20,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Bourgneuf,Bretagne,français,Sel,,,,"16",tx,[1-20]
"1789=04=23","1789>04>23","00337557","0007034N",Zephir,"Jouaud, Pierre",Noirmoutier,1789-04-23,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=23","1789>04>23","00337558",,Marie Suzanne,"La Bouer, Charles",Noirmoutier,1789-04-23,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=24","1789>04>24","00337559",,Aimable Amour,"Dugué, Louis",Noirmoutier,1789-04-24,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"11",tx,[1-20]
"1789=04=24","1789>04>24","00337560","0007141N",Malbrougk,"Rousseau, Etienne",Noirmoutier,1789-04-24,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"30",tx,[21-50]
"1789=04=24","1789>04>24","00340914",,Henri,"Delage, Laurent",La Rochelle,1789-04-24,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"22",tx,[21-50]
"1789=04=25","1789>04>25","00337562",,Irondelle,"Macé, Etienne",Noirmoutier,1789-04-25,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"25",tx,[21-50]
"1789=04=25","1789>04>25","00337561",,Jeune Bonne Nouvelle,"Allaire, Jean",Noirmoutier,1789-04-25,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"30",tx,[21-50]
"1789=04=25","1789>04>25","00337564",,Marie Joseph,"Baudet, Joseph",Noirmoutier,1789-04-25,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=25","1789>04>25","00337563",,Saint Esprit,"Valée, Noël",Noirmoutier,1789-04-25,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=27","1789>04>27","00337565",,Saint Joseph,"Le Roy, Mathurin",Noirmoutier,1789-04-27,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"36",tx,[21-50]
"1789=04=28","1789>04>28","00337568","0008759N",Saint Anne,"Alger, Jean",Noirmoutier,1789-04-28,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=28","1789>04>28","00337567",,Jeanne Françoise,"Oulin, Etienne",Noirmoutier,1789-04-28,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=28","1789>04>28","00337566",,Sainte Anne,"Dronneau, Pierre",Noirmoutier,1789-04-28,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=28","1789>04>28","00339630",,Aimable Société,"Goulven, Julien",Marans,1789-04-28,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,France,Lorient,Bretagne,français,Terre,,,,"42",tx,[21-50]
"1789=04=28","1789>04>28","00337569","0007134N",Pelagie,"Deniau, Jean",Noirmoutier,1789-04-28,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=04=29","1789>04>29","00337475",,Zéphir,"Imbert, Jean",île de Bouin,1789-04-29,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"20",tx,[1-20]
"1789=04=30","1789>04>30","00337570",,Mignone,"Fourneau, Joseph",Noirmoutier,1789-04-30,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"20",tx,[1-20]
"1789=05=01","1789>05>01","00337476",,Saint Esprit,"Lavallée, Noël",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=05=01","1789>05>01","00337486",,Saint Jean Baptiste,"Vicendeau, Jacques",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,île de Bouin,Poitou,français,Sel,,,,"26",tx,[21-50]
"1789=05=01","1789>05>01","00337483",,Sainte Barbe,"Robert, Jean",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=05=01","1789>05>01","00337488","0008644N",Saint Pierre Alexis,"Gendron, Pierre",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,île de Bouin,Poitou,français,Sel,,,,"15",tx,[1-20]
"1789=05=01","1789>05>01","00337485","0008643N",Deux Amis,"Gendron, Pierre",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,île de Bouin,Poitou,français,Sel,,,,"28",tx,[21-50]
"1789=05=01","1789>05>01","00337477","0007134N",Pélagie,"Deniau, Jean",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=05=01","1789>05>01","00337479",,Zéphir,"Imbert, Jean",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Bourgneuf,Bretagne,français,Sel,,,,"20",tx,[1-20]
"1789=05=01","1789>05>01","00337484",,Pierre Marie,"Pailler, Pierre",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Bourgneuf,Bretagne,français,Sel,,,,"25",tx,[21-50]
"1789=05=01","1789>05>01","00337482",,Hyrondelle,"Macé, Etienne",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"25",tx,[21-50]
"1789=05=01","1789>05>01","00337481",,Zéphir,"Jouand, Pierre",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=05=01","1789>05>01","00337480",,Jeune Rose,"Vallée, Gui",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=05=01","1789>05>01","00337478",,Bien Aimé,"Charteau, M.in",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,île de Bouin,Poitou,français,Sel,,,,"35",tx,[21-50]
"1789=05=01","1789>05>01","00337487",,Marie Catherine,"Bidet, Pierre",île de Bouin,1789-05-01,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Bourgneuf,Bretagne,français,Sel,,,,"16",tx,[1-20]
"1789=05=01","1789>05>01","00333446",,Rosalie,"Cario, Mathurin",Ribérou,1789-05-01,Nantes,Bretagne,,France,Nantes,Marennes,Bretagne,Saintonge,Out,France,Île-aux-Moines,Bretagne,français,Eau-de-vie,,,,"40",tx,[21-50]
"1789=05=02","1789>05>02","00340889",,Saint Pierre,"Allenet, Louis",Tonnay-Charente,1789-05-02,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,France,Saint-Savinien,Saintonge,français,,,,,"32",tx,[21-50]
"1789=05=02","1789>05>02","00334916",,Reine des anges,"Corsin, Pierre",Marans,1789-05-02,Nantes,Bretagne,,France,Nantes,La Rochelle,Bretagne,Aunis,Out,France,Carnac,Bretagne,français,Grain,,,,"22",tx,[21-50]
"1789=05=02","1789>05>02","00337440","0009832N",Marie Joseph,"Labour, Jean",Beauvoir-sur-Mer,1789-05-02,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"34",tx,[21-50]
"1789=05=04","1789>05>04","00337571","0007115N",Marie Louise,"Charrier, Etienne",Noirmoutier,1789-05-04,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"25",tx,[21-50]
"1789=05=07","1789>05>07","00337575",,Marie Anne,"Fouré, Luc",Noirmoutier,1789-05-07,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"20",tx,[1-20]
"1789=05=07","1789>05>07","00337572",,Janne Rosse,"Valée, Guillaume",Noirmoutier,1789-05-07,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=05=07","1789>05>07","00337574",,Hirondelle,"Macé, Etienne",Noirmoutier,1789-05-07,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"25",tx,[21-50]
"1789=05=07","1789>05>07","00337573",,Sainte Barbe,"Robert, Jean",Noirmoutier,1789-05-07,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=05=08","1789>05>08","00337583","0007188N",Perine,"Cheron, Cosme",Noirmoutier,1789-05-08,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Méan,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=05=08","1789>05>08","00337576",,Sainte Helenne,"Boucheron, Urbain",Noirmoutier,1789-05-08,Nantes,Bretagne,,France,Nantes,Sables-d’Olonne,Bretagne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"24",tx,[21-50]
