"pointcall_out_date2","pointcall_in_date","record_id","ship_id","ship_name","captain_name","port_depart","outdate_fixed","port_destination","pointcall_province","substate_destination","state_destination","destination_admiralty","departure_admiralty","destination_province","departure_province","pointcall_action","homeport_state_1789_fr","homeport_toponyme_fr","homeport_province","ship_flag_standardized_fr","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","tonnage","tonnage_unit","tonnage_class"
"1789=06=20","1789>06>20","00333325",,Benigne,"Mathieu, Joseph",Ribérou,1789-06-20,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=06=20","1789>06>20","00333324",,Heureux Commerce,"Valade, Jacques",Ribérou,1789-06-20,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=06=23","1789>06>23","00341276",,Sainte Ustelle,"Nicolas, Jean",Tonnay-Charente,1789-06-23,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"39",tx,[21-50]
"1789=06=25","1789>06>25","00340057",,Nonpareille,"Tible, Jean",La Flotte-en-Ré,1789-06-25,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Vide,Vinaigre,Vinaigre,Vinaigre,"4",tx,[1-20]
"1789=06=25","1789>06>25","00333083","0000882N",Espérance,"Lorillaud, Joséph Daniél",Les Sables-d'Olonne,1789-06-25,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Marchandises permises,Bois à brûler,Bois à brûler,Bois à brûler,"24",tx,[21-50]
"1789=06=26","1789>06>26","00339755",,Franc Masson,"Texier, Antoine",Marennes,1789-06-26,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,La Tremblade,Saintonge,français,Vide,,,,"20",tx,[1-20]
"1789=06=26","1789>06>26","00339757",,Suzanne,"Ville Dieu, Louis",Marennes,1789-06-26,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,La Rochelle,Aunis,français,Vide,,,,"8",tx,[1-20]
"1789=06=26","1789>06>26","00341277",,Sainte Marie,"Ferret, François",Tonnay-Charente,1789-06-26,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"32",tx,[21-50]
"1789=06=26","1789>06>26","00339756","0006487N",Marie Lagrange,"Guigner, Louis",Marennes,1789-06-26,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Marans,Aunis,français,Vide,,,,"15",tx,[1-20]
"1789=06=27","1789>06>27","00341278",,Marianne,"Jaguenau, Etienne",Tonnay-Charente,1789-06-27,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"40",tx,[21-50]
"1789=06=27","1789>06>27","00332860",,Saint Jean,"Luzet, Jean",Marans,1789-06-27,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Marans,Aunis,français,Bois,,,,"27",tx,[21-50]
"1789=06=29","1789>06>29","00339758",,Aimable Suzanne,"Favreau, Jaques",Marennes,1789-06-29,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Avallon,Saintonge,français,Vide,,,,"12",tx,[1-20]
"1789=06=29","1789>06>29","00339759",,Bonne Suzanne,"Herault, Antoine",Marennes,1789-06-29,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,La Rochelle,Aunis,français,Vide,,,,"6",tx,[1-20]
"1789=06=29","1789>06>29","00337824",,Union,"Perrier, Pierre Etienne",Ars-en-Ré,1789-06-29,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Ars-en-Ré,Aunis,français,Sel,,,,"15",tx,[1-20]
"1789=07=01","1789>07>01","00333493",,Saint Pierre,"Fermie, François",Saint-Martin-de-Ré,1789-07-01,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Eau-de-vie,,,,"20",tx,[1-20]
"1789=07=01","1789>07>01","00332744",,Rosalie,"Ramizard, Jacques",Saint-Martin-de-Ré,1789-07-01,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Loix,Aunis,français,Blé,,,,"15",tx,[1-20]
"1789=07=01","1789>07>01","00341408","0007464N",Suzane,"Scenac, Jean",Le Château-d'Oléron,1789-07-01,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,île d'Oléron,Saintonge,français,,,,,"3",tx,[1-20]
"1789=07=01","1789>07>01","00341280","0006507N",Engelique,"Guilbaud, Pierre",Tonnay-Charente,1789-07-01,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,L'Houmée,Aunis,français,,,,,"38",tx,[21-50]
"1789=07=01","1789>07>01","00333274",,Bonne Esperence,"Fragneau, François",Moricq,1789-07-01,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Charbon,Bois à brûler,Bois à brûler,Bois à brûler,"36",tx,[21-50]
"1789=07=01","1789>07>01","00337130",,Marie,"Saudillaux, François",Saint-Martin-de-Ré,1789-07-01,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Planches,,,,"15",tx,[1-20]
"1789=07=01","1789>07>01","00336812",,Sainte Barbe,"André, Jacques",Saint-Martin-de-Ré,1789-07-01,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Bois merrain,,,,"9",tx,[1-20]
"1789=07=01","1789>07>01","00341279",,Marie Suzanne,"Boifié, Jean",Tonnay-Charente,1789-07-01,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"30",tx,[21-50]
"1789=07=01","1789>07>01","00335015",,Deux frères,"Ricq, François",Saint-Martin-de-Ré,1789-07-01,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,,,,,"15",tx,[1-20]
"1789=07=02","1789>07>02","00341281",,Entreprise,"Tonnay, Nicolas",Tonnay-Charente,1789-07-02,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,La Rochelle,Aunis,français,,,,,"36",tx,[21-50]
"1789=07=02","1789>07>02","00337170",,Nécessaire,"Porsin, François",La Flotte-en-Ré,1789-07-02,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Vide,Planches,Planches,Planches,"33",tx,[21-50]
"1789=07=03","1789>07>03","00336279",,Deux sœurs,"Barré, Jean",Les Sables-d'Olonne,1789-07-03,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Lest,,,,"26",tx,[21-50]
"1789=07=03","1789>07>03","00333327",,Françoise,"Curandeau, François",Ribérou,1789-07-03,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=04","1789>07>04","00333329",,Elizabeth,"Pelletaut, Pierre",Ribérou,1789-07-04,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=04","1789>07>04","00333328","0007783N",Saint Etienne,"Geoffroy, Gabriel",Ribérou,1789-07-04,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=06","1789>07>06","00333002",,Catholique,"Bertin, Nicolas",Moricq,1789-07-06,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Bois de construction,,,,"40",tx,[21-50]
"1789=07=06","1789>07>06","00333330",,Deux Freres,"Grenon, Jean",Ribérou,1789-07-06,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=06","1789>07>06","00333331",,Saint Pierre,"Roy, François",Ribérou,1789-07-06,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=07","1789>07>07","00341283",,Saint François,"Biron, Jean",Tonnay-Charente,1789-07-07,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"32",tx,[21-50]
"1789=07=07","1789>07>07","00341282",,Pierre Jean,"Mariau, Louis",Tonnay-Charente,1789-07-07,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Taillebourg,Saintonge,français,,,,,"40",tx,[21-50]
"1789=07=08","1789>07>08","00339636","0009942N",Rocher,"Blanchard, Pierre",Ribérou,1789-07-08,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,La Rochelle,Aunis,français,Terre de Broue [pour verrerie],,,,"20",tx,[1-20]
"1789=07=08","1789>07>08","00333275",,Catherinne Francoise,"Michellet, François",Moricq,1789-07-08,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Charbon,Bois à brûler,Bois à brûler,Bois à brûler,"20",tx,[1-20]
"1789=07=08","1789>07>08","00337132",,Saint Pierre,"Fermier, François",Saint-Martin-de-Ré,1789-07-08,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Planches,,,,"20",tx,[1-20]
"1789=07=08","1789>07>08","00337131",,Saint Louis,"Guiné, René",Saint-Martin-de-Ré,1789-07-08,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Planches,,,,"17",tx,[1-20]
"1789=07=08","1789>07>08","00339760",,Ange Gardien,"Cauzic, Thomas",Marennes,1789-07-08,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Île-aux-Moines,Bretagne,français,Vide,,,,"45",tx,[21-50]
"1789=07=08","1789>07>08","00337080",,Saint Michel,"Porcheron, Jean",Marans,1789-07-08,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Marans,Aunis,français,Pierres,Bois,Bois,Bois,"28",tx,[21-50]
"1789=07=09","1789>07>09","00341286",,Quatre Freres,"Allemand, Pierre",Tonnay-Charente,1789-07-09,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"40",tx,[21-50]
"1789=07=09","1789>07>09","00341285",,Saint François,"Palme, François",Tonnay-Charente,1789-07-09,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"32",tx,[21-50]
"1789=07=09","1789>07>09","00333207",,Centaure,"Luzet, Michel",Marans,1789-07-09,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Marans,Aunis,français,Bois,Cendre,Cendre,Cendre,"40",tx,[21-50]
"1789=07=09","1789>07>09","00341284",,Marie Elizabeth,"Ferret, François",Tonnay-Charente,1789-07-09,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"31",tx,[21-50]
"1789=07=09","1789>07>09","00333276",,Guillaume,"Chasseriau, Michel",Moricq,1789-07-09,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Charbon,Bois à brûler,Bois à brûler,Bois à brûler,"40",tx,[21-50]
"1789=07=10","1789>07>10","00341287",,Saint Pierre,"Guerin, Pierre",Tonnay-Charente,1789-07-10,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Savinien,Saintonge,français,,,,,"20",tx,[1-20]
"1789=07=11","1789>07>11","00336266",,Saint Germain,"Roturier, Pierre",Marans,1789-07-11,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,,,,français,Lest,,,,"30",tx,[21-50]
"1789=07=11","1789>07>11","00333084",,Marie Anne,"Rigolage, Piérre",Les Sables-d'Olonne,1789-07-11,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Bois à brûler,Marchandises permises,Marchandises permises,Marchandises permises,"20",tx,[1-20]
"1789=07=12","1789>07>12","00334851",,Sussane,"Perier, Etienne",Saint-Martin-de-Ré,1789-07-12,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Ars-en-Ré,Aunis,français,Grain,,,,"15",tx,[1-20]
"1789=07=13","1789>07>13","00332665",,Deux Jumaux,"Gibaud, Etienne",La Flotte-en-Ré,1789-07-13,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,In-Out,France,La Rochelle,Aunis,français,Vide,Biscuits,Biscuits,Biscuits,"20",tx,[1-20]
"1789=07=13","1789>07>13","00337133",,Elizabethe,"Brizard, Pierre",Saint-Martin-de-Ré,1789-07-13,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Planches,,,,"15",tx,[1-20]
"1789=07=13","1789>07>13","00341288",,Petite Marie,"Querré, Pierre",Tonnay-Charente,1789-07-13,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"36",tx,[21-50]
"1789=07=14","1789>07>14","00336280",,Deux Soeurs,"Barré, Jean",Les Sables-d'Olonne,1789-07-14,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Lest,,,,"26",tx,[21-50]
"1789=07=15","1789>07>15","00341290",,Victoire,"Coquo, Jacques",Tonnay-Charente,1789-07-15,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"38",tx,[21-50]
"1789=07=15","1789>07>15","00341291",,Marie Theophile,"Allemand, Vivien",Tonnay-Charente,1789-07-15,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"30",tx,[21-50]
"1789=07=15","1789>07>15","00341289",,Saint Ustelle,"Nicolas, Jean",Tonnay-Charente,1789-07-15,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Taillebourg,Saintonge,français,,,,,"37",tx,[21-50]
"1789=07=15","1789>07>15","00341292",,Dauphin,"Cochet, Mathieu",Tonnay-Charente,1789-07-15,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"30",tx,[21-50]
"1789=07=17","1789>07>17","00333332",,Deux Amis,"Caffin, Pierre",Ribérou,1789-07-17,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=18","1789>07>18","00333333",,Printemps,"Bouyer, Pierre",Ribérou,1789-07-18,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=18","1789>07>18","00333045",,Don de Dieu,"Durand, Noël",Marans,1789-07-18,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Marans,Aunis,français,Bois,Feuillard,Feuillard,Feuillard,"20",tx,[1-20]
"1789=07=20","1789>07>20","00337075",,Marie Elizabethe,"Geay, Nicolas",Saint-Martin-de-Ré,1789-07-20,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,Pierres,,,,"32",tx,[21-50]
"1789=07=20","1789>07>20","00333122","0007382N",Marie Charlotte,"Boyer, Jean",Ribérou,1789-07-20,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Dercie,Saintonge,français,Bois de construction,Bois à brûler,Bois à brûler,Bois à brûler,"32",tx,[21-50]
"1789=07=20","1789>07>20","00341293","0006507N",Angelique,"Guilbaud, Pierre",Tonnay-Charente,1789-07-20,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,L'Houmée,Aunis,français,,,,,"38",tx,[21-50]
"1789=07=21","1789>07>21","00336859","0000882N",Espérance,"Lorillaud, Joséph Daniél",Les Sables-d'Olonne,1789-07-21,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Morue verte,,,,"24",tx,[21-50]
"1789=07=21","1789>07>21","00333631",,Deux frères,"Ricq, Jean François",Saint-Martin-de-Ré,1789-07-21,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Faïence,,,,"15",tx,[1-20]
"1789=07=21","1789>07>21","00340062",,Nonpareille,"Tible, Jean",La Flotte-en-Ré,1789-07-21,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,In-Out,France,La Flotte-en-Ré,Aunis,français,Vide,Vinaigre,Vinaigre,Vinaigre,"4",tx,[1-20]
"1789=07=22","1789>07>22","00333277",,Guillaume,"Chasseriau, Michel",Moricq,1789-07-22,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Charbon,Bois à brûler,Bois à brûler,Bois à brûler,"40",tx,[21-50]
"1789=07=22","1789>07>22","00333334",,Monsieur,"Grenon, Pierre",Ribérou,1789-07-22,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=22","1789>07>22","00333336",,Benigne,"Mathieu, Joseph",Ribérou,1789-07-22,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=22","1789>07>22","00333335",,Heureux Commerce,"Valade, Jacques",Ribérou,1789-07-22,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=22","1789>07>22","00341294","0002637N",Eugene,"Damigny, Gaspard",Tonnay-Charente,1789-07-22,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Caen ,Normandie,français,,,,,"70",tx,[51-100]
"1789=07=22","1789>07>22","00340078",,Benjamin,"Dupeux, Jacques",Saint-Martin-de-Ré,1789-07-22,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Vinatérie,,,,"9",tx,[1-20]
"1789=07=22","1789>07>22","00333454","0012946N",Dromadaire,"Génieux, Pierre Etienne",La Flotte-en-Ré,1789-07-22,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,In-Out,France,Ars-en-Ré,Aunis,français,Vide,Eau-de-vie,Eau-de-vie,Eau-de-vie,"25",tx,[21-50]
"1789=07=23","1789>07>23","00333337",,Françoise,"Curandeau, François",Ribérou,1789-07-23,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=24","1789>07>24","00336293",,Saint Etienne,"Fouet, Charles",Saint-Martin-de-Ré,1789-07-24,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Bordeaux,Guyenne,français,Lest,,,,"20",tx,[1-20]
"1789=07=24","1789>07>24","00337825","0009645N",Reine Esther,"Banniere, André",Ars-en-Ré,1789-07-24,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Ars-en-Ré,Aunis,français,Sel,,,,"15",tx,[1-20]
"1789=07=24","1789>07>24","00333046",,Aimable,"Thiré, Pierre Jacques",Marans,1789-07-24,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Marans,Aunis,français,Feuillard,Bois,Bois,Bois,"40",tx,[21-50]
"1789=07=24","1789>07>24","00333245",,Saint Louis,"Fermier, François",Saint-Martin-de-Ré,1789-07-24,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Charbon,,,,"20",tx,[1-20]
"1789=07=24","1789>07>24","00333338",,Marie Marguerite,"Fournier, Jean",Ribérou,1789-07-24,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=24","1789>07>24","00333632",,Rosalie,"Ramizard, Jacques",Saint-Martin-de-Ré,1789-07-24,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Loix,Aunis,français,Faïence,,,,"15",tx,[1-20]
"1789=07=25","1789>07>25","00341295",,Saint Etienne,"Chassinau, Louis",Tonnay-Charente,1789-07-25,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"38",tx,[21-50]
"1789=07=25","1789>07>25","00333199","0006325N",Julie,"Thibeaudeau, Pierre",Saint-Denis d'Oléron,1789-07-25,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Saint-Denis d'Oléron,Saintonge,français,Café,,,,"10",tx,[1-20]
"1789=07=27","1789>07>27","00332960",,Louise,"Theraud, Pierre",Moricq,1789-07-27,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Bois à brûler,,,,"20",tx,[1-20]
"1789=07=28","1789>07>28","00333494",,Quinze enfans Louis,"Tardy, Pierre",Saint-Martin-de-Ré,1789-07-28,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Ars-en-Ré,Aunis,français,Eau-de-vie,,,,"15",tx,[1-20]
"1789=07=28","1789>07>28","00333894",,Deux Cousins,"Bize, Jean Baptiste",La Flotte-en-Ré,1789-07-28,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,La Flotte-en-Ré,Aunis,français,Futailles vides,,,,"15",tx,[1-20]
"1789=07=29","1789>07>29","00341297",,Saint François,"Palme, François",Tonnay-Charente,1789-07-29,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"32",tx,[21-50]
"1789=07=29","1789>07>29","00336860",,Jeune Amandé,"Ayreau, Jacque",Les Sables-d'Olonne,1789-07-29,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Morue verte,,,,"42",tx,[21-50]
"1789=07=29","1789>07>29","00337827",,Deux Frères,"Baufils, André",Ars-en-Ré,1789-07-29,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Ars-en-Ré,Aunis,français,Sel,,,,"15",tx,[1-20]
"1789=07=29","1789>07>29","00333162",,Marianne,"Loiseau, Pierre",Ribérou,1789-07-29,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,La Rochelle,Aunis,français,Fagots,Bois à brûler,Bois à brûler,Bois à brûler,"25",tx,[21-50]
"1789=07=29","1789>07>29","00337826",,Jeannette,"Mercier, Etienne",Ars-en-Ré,1789-07-29,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Ars-en-Ré,Aunis,français,Sel,,,,"15",tx,[1-20]
"1789=07=29","1789>07>29","00337134",,Benjamin,"Dupeux, Jacques",Saint-Martin-de-Ré,1789-07-29,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Martin-de-Ré,Aunis,français,Planches,,,,"9",tx,[1-20]
"1789=07=29","1789>07>29","00333339",,Saint Pierre,"Roy, Francois",Ribérou,1789-07-29,La Rochelle,Aunis,,France,La Rochelle,Marennes,Aunis,Saintonge,Out,France,Ker Châlon,Poitou,français,Chaux,,,,"20",tx,[1-20]
"1789=07=29","1789>07>29","00341296",,Sainte Marie,"Ferret, François",Tonnay-Charente,1789-07-29,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"32",tx,[21-50]
"1789=07=30","1789>07>30","00336861",,Sabre,"Pigeon, Marc",Les Sables-d'Olonne,1789-07-30,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Morue verte,,,,"2",tx,[1-20]
"1789=07=30","1789>07>30","00333278",,Guillaume,"Chasseriau, Michel",Moricq,1789-07-30,La Rochelle,Aunis,,France,La Rochelle,Sables-d’Olonne,Aunis,Poitou,Out,France,La Rochelle,Aunis,français,Charbon,Bois à brûler,Bois à brûler,Bois à brûler,"40",tx,[21-50]
"1789=07=30","1789>07>30","00336819",,Centaure,"Luzet, Michel",Marans,1789-07-30,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Marans,Aunis,français,Bois,Bois merrain,Bois merrain,Bois merrain,"40",tx,[21-50]
"1789=07=30","1789>07>30","00332861",,Marie Antoine,"Audin, Louis",Marans,1789-07-30,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Marans,Aunis,français,Bois,,,,"30",tx,[21-50]
"1789=07=31","1789>07>31","00341301",,Deux Sœurs,"Roy, Jean",Tonnay-Charente,1789-07-31,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Saint-Savinien,Saintonge,français,,,,,"50",tx,[21-50]
"1789=07=31","1789>07>31","00341298",,Saint François,"Biron, Jean",Tonnay-Charente,1789-07-31,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"32",tx,[21-50]
"1789=07=31","1789>07>31","00341299",,Marie Suzanne,"Boifié, Jean",Tonnay-Charente,1789-07-31,La Rochelle,Aunis,,France,La Rochelle,La Rochelle,Aunis,Aunis,Out,France,Port-d'Envaux,Saintonge,français,,,,,"30",tx,[21-50]
